target,source,Date,value
Chr1sle1ner,realDonaldTrump,Third debate,50
chrgdup1973,realDonaldTrump,Third debate,21
chrichri_ea,realDonaldTrump,Third debate,80
Chris_A_Turner,realDonaldTrump,Third debate,42
ChrisBachman3,HillaryClinton,Third debate,20
chrisbrow17,realDonaldTrump,Third debate,35
ChrisNoelMills,realDonaldTrump,Third debate,30
christhekaufman,realDonaldTrump,Third debate,20
ChristianeGal10,realDonaldTrump,Third debate,34
ChuckHi26599911,realDonaldTrump,Third debate,35
Chwoman4Trump,realDonaldTrump,Third debate,157
Chydotech,realDonaldTrump,Third debate,22
Cindlo95,realDonaldTrump,Third debate,37
Citizen_USA1,realDonaldTrump,Third debate,55
civello_cherise,realDonaldTrump,Third debate,60
clanceman65,realDonaldTrump,Third debate,12
ClaysteR97,realDonaldTrump,Third debate,52
cliffsiders,realDonaldTrump,Third debate,30
cmiboil,realDonaldTrump,Third debate,38
CNNIsFakeNews1,realDonaldTrump,Third debate,40
CoachInStands,HillaryClinton,Third debate,11
coffey_arthur,realDonaldTrump,Third debate,19
ColBannister,realDonaldTrump,Third debate,34
Coldriver7,realDonaldTrump,Third debate,32
combowelder44,realDonaldTrump,Third debate,35
ComicsConform,DrJillStein,Third debate,17
connie2589,realDonaldTrump,Third debate,17
conor444c,HillaryClinton,Third debate,30
ConservCuration,realDonaldTrump,Third debate,22
CookingConquest,realDonaldTrump,Third debate,41
couchtime2014,realDonaldTrump,Third debate,54
cowdresser,realDonaldTrump,Third debate,25
cplbhvac,realDonaldTrump,Third debate,37
CrimsonInvestM,realDonaldTrump,Third debate,21
CristalLorianne,realDonaldTrump,Third debate,20
Crowebar_67,realDonaldTrump,Third debate,34
crying_raven,realDonaldTrump,Third debate,35
CSHSold1,realDonaldTrump,Third debate,36
cuban2hot,realDonaldTrump,Third debate,26
CullumTammy,realDonaldTrump,Third debate,25
cut_the_crap_ec,realDonaldTrump,Third debate,21
Cuzz50,realDonaldTrump,Third debate,43
Cyberdale1962,realDonaldTrump,Third debate,47
CyndiSanchez3,realDonaldTrump,Third debate,48
Cynthia_Jeanne3,realDonaldTrump,Third debate,48
czonevet,realDonaldTrump,Third debate,13
DabyBaby,realDonaldTrump,Third debate,31
Dad_Trump2,realDonaldTrump,Third debate,15
DaleF3,DrJillStein,Third debate,18
daliafierro,realDonaldTrump,Third debate,42
dallas_413,realDonaldTrump,Third debate,35
damonbethea1,HillaryClinton,Third debate,21
Damonlhjr,realDonaldTrump,Third debate,36
DaneforTrump,realDonaldTrump,Third debate,26
DanielANestorJr,realDonaldTrump,Third debate,19
danielebarnes,realDonaldTrump,Third debate,33
danielsouzax7,realDonaldTrump,Third debate,51
danky58,realDonaldTrump,Third debate,83
danniruiz81,realDonaldTrump,Third debate,22
DannyDshelton8,realDonaldTrump,Third debate,20
Darkman3500,realDonaldTrump,Third debate,44
DarleneRoo,realDonaldTrump,Third debate,39
datrumpnation1,realDonaldTrump,Third debate,52
davidreisig1,realDonaldTrump,Third debate,44
DavidWestsir,realDonaldTrump,Third debate,39
DAVINLEWIS9,revolttv,Third debate,27
davis_levin,realDonaldTrump,Third debate,53
davisindy,realDonaldTrump,Third debate,12
DayJojo771980,HillaryClinton,Third debate,24
de3459da36ec424,realDonaldTrump,Third debate,31
Deanaluvs,realDonaldTrump,Third debate,48
DeannePccn,realDonaldTrump,Third debate,18
debameyers,realDonaldTrump,Third debate,12
DebbieHoward213,HillaryClinton,Third debate,18
Debbierg51,realDonaldTrump,Third debate,94
DebHiers1,realDonaldTrump,Third debate,60
DebraJean43,realDonaldTrump,Third debate,22
debranovak88,realDonaldTrump,Third debate,21
delyju,realDonaldTrump,Third debate,46
DemforceMGWV,HillaryClinton,Third debate,106
Demure44Trump,realDonaldTrump,Third debate,33
DeniseAdame71,realDonaldTrump,Third debate,54
deplorablelori,realDonaldTrump,Third debate,72
DesdeFlorida,realDonaldTrump,Third debate,19
DevinHS,realDonaldTrump,Third debate,33
DgThejudge54,realDonaldTrump,Third debate,36
Diana631424761,realDonaldTrump,Third debate,44
DianeFPatel2,realDonaldTrump,Third debate,34
diangelobiaa,HillaryClinton,Third debate,11
DianneInIndiana,realDonaldTrump,Third debate,16
DiCristo13,realDonaldTrump,Third debate,43
digibd66,realDonaldTrump,Third debate,74
djamisc,realDonaldTrump,Third debate,18
dlkvaoh2015,realDonaldTrump,Third debate,26
dmgmater64,realDonaldTrump,Third debate,92
DMSMaven,realDonaldTrump,Third debate,19
dmstubbe,realDonaldTrump,Third debate,28
dochartdc,realDonaldTrump,Third debate,16
Don_Vito_08,realDonaldTrump,Third debate,42
don47,realDonaldTrump,Third debate,13
Donald_Trump_16,realDonaldTrump,Third debate,33
DonaldTrump_Rev,realDonaldTrump,Third debate,50
DONALDTRUMP259,realDonaldTrump,Third debate,48
donilo252525,DrJillStein,Third debate,16
DonnVahratian,cristinalaila1,Third debate,17
DonTrumpeone,realDonaldTrump,Third debate,45
Dovewoman1,HillaryClinton,Third debate,11
DR8801,realDonaldTrump,Third debate,30
Dragonflylady63,realDonaldTrump,Third debate,56
Drakensang22,HillaryClinton,Third debate,61
DRAY317,realDonaldTrump,Third debate,33
DREANGELL,realDonaldTrump,Third debate,67
dreao2012,realDonaldTrump,Third debate,51
dru2u73,realDonaldTrump,Third debate,26
Druzzy89,realDonaldTrump,Third debate,42
DShepUSA,realDonaldTrump,Third debate,16
dswpage,HillaryClinton,Third debate,13
DubeAnjle,realDonaldTrump,Third debate,46
duckworks2505,realDonaldTrump,Third debate,47
DukeofEarlDD,realDonaldTrump,Third debate,12
dustbeanpark,realDonaldTrump,Third debate,44
DustinJ601,realDonaldTrump,Third debate,79
dweediecat,DrJillStein,Third debate,37
dyanjae,realDonaldTrump,Third debate,13
Dylan_Sandas,realDonaldTrump,Third debate,41
e289e68d980a474,realDonaldTrump,Third debate,34
EASAINT,HillaryClinton,Third debate,32
ecastro977,realDonaldTrump,Third debate,12
ed_the_honest,realDonaldTrump,Third debate,13
eddie_mcdow,realDonaldTrump,Third debate,33
edtop654,realDonaldTrump,Third debate,33
eettuan,realDonaldTrump,Third debate,13
EgbonBigbros,FoxNews,Third debate,26
EgryAni,FoxNews,Third debate,30
EileenTownsend4,realDonaldTrump,Third debate,25
EJLandwehr,EJLandwehr,Third debate,74
ELIASBEAUCHAMP,realDonaldTrump,Third debate,56
elitegirl28,realDonaldTrump,Third debate,42
ElSportingSnarf,HillaryClinton,Third debate,16
ElvisFever,realDonaldTrump,Third debate,67
emilykholcomb,realDonaldTrump,Third debate,31
Empoleon28,realDonaldTrump,Third debate,40
EqualityWorld,HillaryClinton,Third debate,11
eri_mk66,realDonaldTrump,Third debate,36
EricACowley,realDonaldTrump,Third debate,34
ericksonr51,realDonaldTrump,Third debate,28
ernieHHI,realDonaldTrump,Third debate,38
EternalNikolas,HillaryClinton,Third debate,13
EuDestroyer,HillaryClinton,Third debate,13
EvelynSellers14,realDonaldTrump,Third debate,32
EversFam,realDonaldTrump,Third debate,23
EversFam,ScottPresler,Third debate,37
evetssh,realDonaldTrump,Third debate,125
EyeGloArts,realDonaldTrump,Third debate,23
faagifts,realDonaldTrump,Third debate,13
facIubeband,FaClubeBand,Third debate,11
factiod,realDonaldTrump,Third debate,38
FanOfGreenMMs,realDonaldTrump,Third debate,77
fcdpainting,realDonaldTrump,Third debate,46
felixthecat63,realDonaldTrump,Third debate,33
fhodgers,HillaryClinton,Third debate,21
fight4women,HillaryClinton,Third debate,28
fionataylor666,realDonaldTrump,Third debate,33
Firedawg78,realDonaldTrump,Third debate,42
firstcontactnow,realDonaldTrump,Third debate,37
FishManwaters,realDonaldTrump,Third debate,40
fjski3,realDonaldTrump,Third debate,35
fjvillafana,realDonaldTrump,Third debate,24
fluffylupa1,realDonaldTrump,Third debate,33
flwnemp,realDonaldTrump,Third debate,52
FLYNNmpc,realDonaldTrump,Third debate,35
forsakenvoxel,realDonaldTrump,Third debate,51
Fortepiecat,realDonaldTrump,Third debate,24
Frankbonnke,realDonaldTrump,Third debate,28
frankth91817434,realDonaldTrump,Third debate,22
FranNavin,realDonaldTrump,Third debate,29
fred9038,realDonaldTrump,Third debate,40
FredFredlopez8,realDonaldTrump,Third debate,42
Freedom1776__,realDonaldTrump,Third debate,52
FreedomChild3,realDonaldTrump,Third debate,35
FreedomForAllHQ,realDonaldTrump,Third debate,56
FreedomFrayed,realDonaldTrump,Third debate,16
freefollow2127,HillaryClinton,Third debate,31
freemynx,realDonaldTrump,Third debate,53
froogoo21,realDonaldTrump,Third debate,28
FrostyGPW,realDonaldTrump,Third debate,42
fsalas19441,realDonaldTrump,Third debate,33
FTMcLelland,realDonaldTrump,Third debate,64
funder,funder,Third debate,29
Futur3Fo3,HillaryClinton,Third debate,24
G0701Trump,realDonaldTrump,Third debate,45
Gabi4Trump,realDonaldTrump,Third debate,30
galvarezj,HillaryClinton,Third debate,17
garland_paige,HillaryClinton,Third debate,40
GarrickSobeski,realDonaldTrump,Third debate,139
Gavenslol,realDonaldTrump,Third debate,61
GaySideWinder,HillaryClinton,Third debate,17
gd12knw,realDonaldTrump,Third debate,51
georgefayner,HillaryClinton,Third debate,30
GeorgiaDaskalos,realDonaldTrump,Third debate,39
GillisRosie,realDonaldTrump,Third debate,34
GinHay,realDonaldTrump,Third debate,20
ginobravo1,realDonaldTrump,Third debate,42
Gitte35,realDonaldTrump,Third debate,56
GKomlos,realDonaldTrump,Third debate,40
gladysrocha211,realDonaldTrump,Third debate,43
glendabelle_11,realDonaldTrump,Third debate,28
glenmpope,realDonaldTrump,Third debate,59
GlennLittle5,realDonaldTrump,Third debate,15
Gluk78355651,realDonaldTrump,Third debate,30
Go4Trump2020,realDonaldTrump,Third debate,42
GoBobbieDelany,realDonaldTrump,Third debate,29
GodforTrump,realDonaldTrump,Third debate,44
GodlessNZ,realDonaldTrump,Third debate,41
GodLovesPeace30,realDonaldTrump,Third debate,36
GoDonaldTrump,realDonaldTrump,Third debate,23
GoettleEva,realDonaldTrump,Third debate,51
goodventure2004,realDonaldTrump,Third debate,27
GoogleInfinity,realDonaldTrump,Third debate,43
gotallier,HillaryClinton,Third debate,27
gotapointtomake,gotapointtomake,Third debate,19
gotapointtomake,realDonaldTrump,Third debate,66
gotmyattention2,realDonaldTrump,Third debate,19
gracia_lisy,realDonaldTrump,Third debate,19
gracny,realDonaldTrump,Third debate,20
GrandeBabbo69,realDonaldTrump,Third debate,36
graycsam,realDonaldTrump,Third debate,17
grey_ghost47,realDonaldTrump,Third debate,36
grey_sister,HillaryClinton,Third debate,16
greysanatomy112,greysanatomy112,Third debate,13
grimsingerk,realDonaldTrump,Third debate,39
GROUNDZERO1984,realDonaldTrump,Third debate,75
GrrrUSA,realDonaldTrump,Third debate,42
gthale1,HillaryClinton,Third debate,29
Gway2500,realDonaldTrump,Third debate,66
Gwydion620,HillaryClinton,Third debate,17
h_hungry_hippo,realDonaldTrump,Third debate,42
Hack031958,realDonaldTrump,Third debate,13
HalleyBorderCol,realDonaldTrump,Third debate,26
hallmarkm1,realDonaldTrump,Third debate,11
HarrytheHat714,realDonaldTrump,Third debate,23
harvey02,realDonaldTrump,Third debate,26
HashemLovesYou,realDonaldTrump,Third debate,19
hbsdml,realDonaldTrump,Third debate,35
He1FineArtist,CNN,Third debate,35
heiressarts,realDonaldTrump,Third debate,19
hellnowaytogo,realDonaldTrump,Third debate,33
HenselWh,realDonaldTrump,Third debate,43
Hermes23,realDonaldTrump,Third debate,51
HeSheSaid2016,HillaryClinton,Third debate,615
HeSheSaid2016,realDonaldTrump,Third debate,279
heyandrebu,realDonaldTrump,Third debate,22
Hillary4IE,HillaryClinton,Third debate,24
HillaryFan2016,HillaryClinton,Third debate,24
HollyCarolEarls,FoxNews,Third debate,23
HollyCarolEarls,realDonaldTrump,Third debate,30
honeybunchesof8,realDonaldTrump,Third debate,48
Hookie10,FoxNews,Third debate,12
Hostage_Notes,DrJillStein,Third debate,18
hourilo,realDonaldTrump,Third debate,17
HoustonWelder,realDonaldTrump,Third debate,33
hrblock_21,FoxNews,Third debate,27
hrblock_21,realDonaldTrump,Third debate,38
HugaDream,realDonaldTrump,Third debate,82
ibarstool,realDonaldTrump,Third debate,50
icare4america16,realDonaldTrump,Third debate,47
idawhannadoyou,realDonaldTrump,Third debate,21
ideate_vision,HillaryClinton,Third debate,19
Idgie4Nelda4m,realDonaldTrump,Third debate,52
Ignacioapro,realDonaldTrump,Third debate,45
III_R_III,realDonaldTrump,Third debate,15
IIIIshtar,realDonaldTrump,Third debate,43
iiv13,realDonaldTrump,Third debate,37
iKeferKhaso,realDonaldTrump,Third debate,18
IleeCarr,realDonaldTrump,Third debate,23
illuminateheros,realDonaldTrump,Third debate,48
IlovetheUSA4,realDonaldTrump,Third debate,56
Immune30,realDonaldTrump,Third debate,11
inglamwetrust,HillaryClinton,Third debate,21
inittowinit007,realDonaldTrump,Third debate,40
InTheElections,realDonaldTrump,Third debate,76
ioanamartin,HillaryClinton,Third debate,18
IRISHHEAVYT,realDonaldTrump,Third debate,30
IsaiahJuuko,FoxNews,Third debate,21
isalink,HillaryClinton,Third debate,17
isavega2017,realDonaldTrump,Third debate,40
ish10040,realDonaldTrump,Third debate,23
IsHillarySucks,realDonaldTrump,Third debate,49
islandnae,realDonaldTrump,Third debate,78
Ismail_Jahan1,realDonaldTrump,Third debate,88
Italians4Trump,realDonaldTrump,Third debate,50
Jack_Communist,realDonaldTrump,Third debate,86
JacobZobeck,realDonaldTrump,Third debate,42
jacquiecamera,realDonaldTrump,Third debate,28
jairochl,realDonaldTrump,Third debate,24
JamesAllinger,realDonaldTrump,Third debate,19
JamesAWitomski,realDonaldTrump,Third debate,28
jamescoleman07,HillaryClinton,Third debate,21
JamesFMullins2,realDonaldTrump,Third debate,29
jamesplake721,realDonaldTrump,Third debate,34
jane9668,HillaryClinton,Third debate,35
janismclaren1,realDonaldTrump,Third debate,38
JARME,realDonaldTrump,Third debate,42
JasminBreezey,realDonaldTrump,Third debate,30
jaxsonteller316,realDonaldTrump,Third debate,77
jay_ochrymowicz,HillaryClinton,Third debate,61
JAYBOY6930,realDonaldTrump,Third debate,11
Jaycin71,realDonaldTrump,Third debate,26
JayCraigen,realDonaldTrump,Third debate,29
JayTay36,realDonaldTrump,Third debate,33
Jayzamani_,HillaryClinton,Third debate,31
Jayzamani_,realDonaldTrump,Third debate,28
JC3Me2,realDonaldTrump,Third debate,75
Jdemrick,realDonaldTrump,Third debate,38
Jeannightbird,realDonaldTrump,Third debate,23
Jeca2022,realDonaldTrump,Third debate,52
jeffld,realDonaldTrump,Third debate,36
Jeffrey52095461,realDonaldTrump,Third debate,43
JenLynnOh,realDonaldTrump,Third debate,43
JennavilaAvila,realDonaldTrump,Third debate,51
JeremyManning36,realDonaldTrump,Third debate,22
jerrybthebuild,realDonaldTrump,Third debate,37
jerrymeister69,realDonaldTrump,Third debate,49
Jess5994,realDonaldTrump,Third debate,46
jessbriis,realDonaldTrump,Third debate,43
jetrotter,realDonaldTrump,Third debate,34
jhorne24746260,realDonaldTrump,Third debate,44
JiffyJaffe,realDonaldTrump,Third debate,24
Jim_Peoples_,realDonaldTrump,Third debate,32
Jimbobbarley,realDonaldTrump,Third debate,37
JimMeekII1,realDonaldTrump,Third debate,54
Jimmygkey,realDonaldTrump,Third debate,32
jizzi1,realDonaldTrump,Third debate,19
jjmikemike,realDonaldTrump,Third debate,25
jjqb1,HillaryClinton,Third debate,32
jjraegirl,realDonaldTrump,Third debate,73
jjsjulia,realDonaldTrump,Third debate,42
jjupv4,realDonaldTrump,Third debate,31
jkellypatterson,realDonaldTrump,Third debate,47
joebennett4321,realDonaldTrump,Third debate,17
JoeSouthfields,realDonaldTrump,Third debate,47
JoeyD11215,realDonaldTrump,Third debate,55
joeythomas66,realDonaldTrump,Third debate,48
JohnLester,realDonaldTrump,Third debate,53
JohnnyDgucci,HillaryClinton,Third debate,19
JohnPena03,realDonaldTrump,Third debate,61
johnwarren251,realDonaldTrump,Third debate,37
Jojo_Lovejoy,HillaryClinton,Third debate,16
joleonbusby,CNN,Third debate,44
Jollarn,realDonaldTrump,Third debate,47
JoLoDiBenedetto,realDonaldTrump,Third debate,22
jonnypay,realDonaldTrump,Third debate,43
jordanbaglivi,realDonaldTrump,Third debate,45
JordanCavs2,realDonaldTrump,Third debate,26
josephine_dirt,realDonaldTrump,Third debate,32
JosephMonaco,realDonaldTrump,Third debate,43
Josh_Impinto83,HillaryClinton,Third debate,15
JoshDantzler,realDonaldTrump,Third debate,28
JoyfulGrandma,realDonaldTrump,Third debate,55
JSmith2o10,realDonaldTrump,Third debate,48
jtblogs,realDonaldTrump,Third debate,49
Juan1250Mexico,HillaryClinton,Third debate,22
JudiLoera,realDonaldTrump,Third debate,44
judy716,realDonaldTrump,Third debate,25
JudyAPet,realDonaldTrump,Third debate,41
judybg44,realDonaldTrump,Third debate,13
judycharlesjc,realDonaldTrump,Third debate,20
judylindsay81,realDonaldTrump,Third debate,88
JulieCa92128716,realDonaldTrump,Third debate,22
juliercrenshaw,realDonaldTrump,Third debate,41
june_fours,realDonaldTrump,Third debate,32
junecrotty,realDonaldTrump,Third debate,27
juntlord,realDonaldTrump,Third debate,19
JustADude969,realDonaldTrump,Third debate,16
JustinTDo1,realDonaldTrump,Third debate,22
jvasconcelosh,HillaryClinton,Third debate,14
jwhite1302,realDonaldTrump,Third debate,39
jwoods28083,realDonaldTrump,Third debate,33
k672vv,realDonaldTrump,Third debate,18
KA320K,HillaryClinton,Third debate,13
KAIJUKING23,HillaryClinton,Third debate,12
KaijuZ,Nash076,Third debate,12
KalevLemus,realDonaldTrump,Third debate,52
KalikaLaw,realDonaldTrump,Third debate,40
kalitzlina,realDonaldTrump,Third debate,47
kanegop,realDonaldTrump,Third debate,61
kapilt41,CNN,Third debate,25
karenbradynj,realDonaldTrump,Third debate,30
karennola719,realDonaldTrump,Third debate,19
karmasenz,realDonaldTrump,Third debate,24
KarrieGlover5,realDonaldTrump,Third debate,21
Katheri47613526,realDonaldTrump,Third debate,42
KatherineHepke,realDonaldTrump,Third debate,37
katlivezey,realDonaldTrump,Third debate,44
kbanuseckin,DrJillStein,Third debate,24
Kbarker1973,realDonaldTrump,Third debate,61
kcarrollworld,pewresearch,Third debate,11
KdredKarl,realDonaldTrump,Third debate,26
kelleyh1961,realDonaldTrump,Third debate,35
kennethghost,realDonaldTrump,Third debate,89
kennygmanno,realDonaldTrump,Third debate,16
KenTitus77,realDonaldTrump,Third debate,74
KeoniGohan,realDonaldTrump,Third debate,17
kevin_ogey,realDonaldTrump,Third debate,21
KevinClipner1,realDonaldTrump,Third debate,40
kevinslo1078,HillaryClinton,Third debate,22
KFrangieh,realDonaldTrump,Third debate,56
KGarchar,realDonaldTrump,Third debate,43
kgsuns,realDonaldTrump,Third debate,35
Khunter15,realDonaldTrump,Third debate,36
kianxcam,tyleroakley,Third debate,18
Kiljoywasntbeer,realDonaldTrump,Third debate,38
killerkaush,realDonaldTrump,Third debate,47
KimDavid927,realDonaldTrump,Third debate,19
KimRoberts316,realDonaldTrump,Third debate,31
Kindhearted2015,realDonaldTrump,Third debate,33
KingShotta_G5,realDonaldTrump,Third debate,31
KirkLarkin,DrJillStein,Third debate,26
kisster1,realDonaldTrump,Third debate,25
kitten0626,realDonaldTrump,Third debate,38
kldreams61,realDonaldTrump,Third debate,20
klummer2009,realDonaldTrump,Third debate,47
Knox64Knox,DrJillStein,Third debate,66
konzia,realDonaldTrump,Third debate,31
koolgam3r,realDonaldTrump,Third debate,44
Korny247,JoyAnnReid,Third debate,27
